id,job title,job industry,skills,education,experience
42156237,SENIOR DIGITAL MARKETING ANALYST,DIGITAL-MEDIA,"Market Segmentation, Business Intelligence, Reporting, Regression Analysis, Business Analysis, Dashboard generation, Data Mining, Data Modeling, Statistical Analysis, Data Experiments, Project Management, Process Improvement, MS Excel, Power BI, Power Query, Power Pivot, Qlikview Desktop, Minitab, Tableau, Google Analytics, JIRA, Salesforce, TSQL, SQL, HTML, PHP, JavaScript, MS Access, MS Visio, MS Project, R, Python","University of Redlands, MBA, University of Hamburg, Bachelor of Sciences","Web Analyst, Web Developer"
80679862,DIGITAL MARKETING SPECIALIST HIGHLIGHTS STRONG DIGITAL,DIGITAL-MEDIA,"Digital Marketing, Social Media, Google Analytics, AdWords, Adobe Creative Suite, Email Marketing, SEO, Content Management Systems, Project Management, Marketing Automation, Data Analysis, Collaboration, Organizational Skills, Time Management","University of Florida, Bachelor of Science","Marketing and Innovative Partnership Manager, Marketing Director, Marketing Consultant and Creative Manager"
27921561,DIGITAL PREMEDIA SPECIALIST,DIGITAL-MEDIA,"Adobe Creative Suite, Photoshop, Illustrator, InDesign, Dreamweaver, Fireworks, Flash, Acrobat, Esko Automation Engine Print Workflow Management System, Microsoft Office Suite, SAP, Lotus Notes, SharePoint, Troubleshoot hardware/software problems, Network management","Bachelor of Arts: Graphic Design/Advertising, Mimar Sinan University, Turkey","TRANSLATION & LOCALIZATION SPECIALIST, Lead Graphics liaison and technical lead, Prepared customer art files for consumer food packaging, Helped establish in-house advertising and marketing department in Antwerpen, Pioneered team responsible for design, development and integration"
50219114,DIGITAL STRATEGY MANAGER PROFESSIONAL,DIGITAL-MEDIA,"User-centered design, Project management, Paid search, Search engine optimization, Social media marketing, Website measurement and analysis, Strong communication skills, Critical thinking, HTML5, CSS3, PHP, Drupal, WordPress, InvisionApp, Adobe PhotoShop, Adobe Fireworks, Microsoft SharePoint, Google Adwords, Yahoo AdCenter, Facebook Ads, Twitter Ads, Google Analytics, Google Tag Manager, Mouseflow, Unica NetInsights, Coremetrics","Master of Science: Technology Management - University of Maryland, University College, Bachelor of Arts: Information Systems and Management - Wayne State University","Web Services Manager, Web Metrics Analyst, Website Administrator, Internet Marketing Manager"
30864828,DIGITAL PRODUCTION MANAGER,DIGITAL-MEDIA,"Strong verbal communication, Computer proficient, Conflict resolution, Quick learner, Proficiency in Adobe Creative Suite, Microsoft Office products, Excel in employee development, Team Leadership, Process implementation, Skilled Operator, iGen4, Various Digital Printing Solutions and Equipment, Proficiency in Various forms of Bindery, billing systems, Creative Problem Solving, databases, Documentation, financial management, goal setting, graphic design, inventory management, management training, Microsoft Excel, negotiating, networking, organizational, policies, Process Improvement, Project Development, quality control, Reporting, retail, Safety, sales, spreadsheets, Supervision, telecom, web hosting","Bachelor of Science : Communications Video Production - State University of New York, Associate of Arts and Sciences - Onondaga Community College","Director of Production, Assistant Store Manager, Business Sales Specialist, Merchandise Manager, Store Manager, District Trainer"
17562754,DIRECTOR OF DIGITAL TRANSFORMATION EXECUTIVE,DIGITAL-MEDIA,"Journalism, Editorial, Leadership, New Media, Digital Media, Business Development, Audience Development, Strategic Planning, Product Management, Social Media, Online Journalism, Mobile, Advertising, Marketing, Digital Marketing, Media Strategy, Editorial Writing, Editing, Storytelling, Multimedia Storytelling, Content Strategy, Content Management, SEO, Organizational Skills, Consultant, Digital Analytics, Staff Development, Blogging, Media Relations","Newspaper El País-Universidad Autónoma de Madrid, Master in Journalism (MA), Navarra University, Bachelor's Degree (BA) in Journalism","CEO and General Manager, Managing Editor and Art Director of El Periódico de Catalunya Executive Editor, Founder, Art Director and Managing Editor in El Sol, Reporter in the business newspaper Cinco Días, Business and Technology consultant in Classora, Founding partner and shareholder of Incuentra.com"
24679149,DIGITAL PROJECT MANAGER HIGHLIGHTS HTML CSS,DIGITAL-MEDIA,"HTML, CSS, MS Office, Magento, Simparel, Active Collab, AS400, Visuality Pro, Google Analytics, Photoshop, Axure, FTP systems, advertising, budget, business strategies, content management, Creative Director, E-commerce, email, ERP, Fashion, features, finance, Logistics, marketing, merchandising, order management, POS, print design, processes, product management, reporting, research, selling, sales analysis, tax compliance, trade shows, Web Development","GENERAL ASSEMBLY Front-End Web Development, UNIVERSITY OF KENTUCKY BBA: Marketing Fashion Merchandising, MARIST COLLEGE Marketing Fashion Merchandising","E-COMMERCE PROJECT MANAGER, ACCOUNT EXECUTIVE, ACCOUNT EXECUTIVE, SALES ASSOCIATE"
81508860,DIGITAL MARKETING DIRECTOR,DIGITAL-MEDIA,"Microsoft Office, QuickBooks, Navision, Rejs Ud, basic HTML, Keynote, CSS, Coding, Web design, Apple, arts, budgeting, content, clients, Danish, Product development, event planning, focus, Government, Human Resource, information technology, Innovation, law, legal, logistics, marketing, marketing communications, meetings, network, networking, optimization, philosophy, presentations, problem-solving, Processes, profit, program planning, Project development, Project Management, recruiting, research, Sales, strategic, Structured, Translation, VC, Web-site content","Social Innovation, San Francisco State University, Project Management, UC Berkeley, Photography, San Francisco State University, Business Administration, Copenhagen Business School","Program Office Manager, Consulate Officer, Translator & Product Tester"
28679359,DIGITAL MARKETING MANAGER,DIGITAL-MEDIA,"Mac and PC, Microsoft Windows, Microsoft Office, Smartpath, Project Tracker, SharePoint, JIRA, Tempo, Google Analytics, SearchMart, Search Light, Kenshoo, SEOMoz, Google Adwords, AdRoll, Ad, agency, billing, budget management, budgeting, coach, competitive, Content, conversion, client, Clients, Dialog, documentation, Email, forecasting, functional, Human Resources, invoicing, leadership, legal, managing, Marketing Strategies, marketing plans, Marketing strategy, marketing, market, meetings, messaging, exchange, Microsoft Office, Microsoft Windows, works, natural, newsletters, online marketing, Page, Pen, presentations, progress, Project Management, project plans, Speaking, Recruiting, reporting, research, sales, search engine optimization, strategy, Strategic, strategic planning, Vista, website","Framingham State College, Business Administration Marketing Psychology, BS","Digital Marketing Manager, Sr. Marketing Manager, Sr. Marketing Manager, Sr. Program Manager, Sr. Account Executive, Account Executive, Branch Marketing Manager"
14556869,DIGITAL MARKETING INTERN,DIGITAL-MEDIA,"Microsoft Office, Microsoft Works, Microsoft Customer Relationship Management System, Microsoft Publisher, Adobe Photoshop, Adobe Illustrator, Pro Tools, Wordpress, Sitecore Content Management System, Hootsuite","Vanderbilt University, Bachelor of Arts: Psychology, Corporate Strategy","Student Fundraising Ambassador, Tutor, Advertising & Public Relations Intern, Marketing Intern, Journalist, Data Analysis & Administrative Intern, Sales & Marketing Associate, Volunteer"
23810469,GLOBAL SR MANAGER PAID MEDIA,DIGITAL-MEDIA,"Digital Marketing, Social Media Marketing, Lead Generation, Brand Management, Online Advertising, Search Engine Marketing, Product Marketing, Strategic & Tactical Planning, Storytelling, Content Creation, Product Messaging, Mobile Marketing","Georgia State University, International Marketing, Masters of Business Administration, University of Maryland, Dietetics, Bachelors of Science","Paid Media, Director of Digital Marketing, Director of Product Marketing, Account Director, Sr. Marketing Manager, Account Manager/Director, Interactive Account Supervisor, Sr. Account Manager, New Media Manager"
16536141,INTERIM SENIOR DIGITAL MARKETING STRATEGY MANAGER,DIGITAL-MEDIA,"Photoshop, Video editing software including AVID, Final Cut Pro and Apple iMovie, Content development and strategy, Content management systems including Blogger, Sitecore and Wordpress, Copywriting and editing, Email campaigns, Google analytics, Apple/Mac platforms and applications, Microsoft Office Suite, SEO, PPC campaigns, SalesForce, Radian 6 and other social media listening tools, Social media platforms and engagement consoles, Video content development including scriptwriting and storyboarding","Kutztown University, Telecommunications and Speech, Bachelor of Science","Owner, Co-owner/ founder, Writer, Manager, Manager, Senior Marketing Specialist, Marketing Specialist, Writer/Producer, Associate Producer"
12085736,DIGITAL ADVERTISING CONSULTANT,DIGITAL-MEDIA,"Ad, Advertising, B2B, Basic, competitive, contract management, credit, CSS, client, Clients, customer support, client support, DBM, delivery, E-mail, features, Flash, UX, HTML, HTML5, JavaScript, managing, marketing, market, media plan, publisher, negotiation, Newsletters, presentations, processes, Proposal, QA, receiving, reporting, sales, Servers, shipping, SQL, strategy, strategic, technical assistance, technical documentation, telephone, video, web development, website, workflow","University of Maryland, Bachelors of Science, Computer Science","Sales Engineer, Client Data Analyst"
20210676,DIGITAL COMMUNICATIONS SPECIALIST,DIGITAL-MEDIA,"Solid knowledge of AP Style, Microsoft Office - Excel, Word, PowerPoint, Outlook, 508 compliance, Website content management with OpenSource platforms, Proficient use of mass marketing systems, Proficient use of Google Analytics, Proficient use of Hootsuite, Sprout Social, Technical writing, Basic knowledge of Adobe Acrobat Pro, Photoshop, and Illustrator","George Mason University, Communication, B.A","Communications Specialist, Reporter, Reporter II"
22706174,DIGITAL MARKETING ACCOUNT MANAGER,DIGITAL-MEDIA,"Adobe Creative Suite, advertising, Automation, branding, content creation, Customer Relationship Management, ecommerce, email marketing, marketing strategies, Project Management, strategy development, strategic marketing, website management","University of North Florida, Bachelor of Arts in Elementary Education, Florida Community College of Jacksonville, Associates in Arts in Elementary Education","Marketing & Website Manager, Digital Marketing & Branding Consultant, Teacher's Assistant"
18354623,DIGITAL MARKETING MANAGER CAREER FOCUS DIGITAL,DIGITAL-MEDIA,"Web Graphic Design, Web User Interface Design, Multimedia Content Development, Project Management, SEO Optimization, SEM, Social Media, Analytics, Link Building Strategy, Keyword Research, MS Office, Adobe Photoshop, Dreamweaver, Illustrator, Flash, Acrobat, Google Analytics, HTML, XML, CSS, JavaScript, Jquery, PHP, Ajax, MS Project, Visio","BACHELORS OF SCIENCE: Web and Graphic Design, Liberty University, MANAGEMENT SKILLS FOR NEW SUPERVISORS: American Management Association","ONLINE MARKETING COORDINATOR, ELECTRONIC MARKETING SPECIALIST"
